"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 10- 20","16.95","16.26","17.00","15.85","286.90M","5.99%"
"2019- 10- 13","16.00","15.81","16.72","15.75","315.02M","0.87%"
"2019- 10- 06","15.86","15.22","16.25","14.50","480.25M","3.29%"
"2019- 09- 29","15.35","15.15","15.84","13.73","481.45M","2.32%"
"2019- 09- 22","15.01","15.82","16.18","14.67","388.58M","-5.35%"
"2019- 09- 15","15.85","16.00","16.67","15.69","294.45M","-2.85%"
"2019- 09- 08","16.32","16.24","16.87","15.42","304.01M","1.37%"
"2019- 09- 01","16.10","14.82","16.28","14.53","236.11M","6.46%"
"2019- 08- 25","15.12","14.37","15.48","14.06","354.21M","8.44%"
"2019- 08- 18","13.94","15.37","15.70","13.77","402.02M","-5.41%"
"2019- 08- 11","14.74","14.82","15.85","13.77","567.22M","-2.32%"
"2019- 08- 04","15.09","14.48","15.56","13.42","632.18M","-2.19%"
"2019- 07- 28","15.43","17.49","17.49","15.15","483.21M","-11.92%"
"2019- 07- 21","17.52","16.56","17.60","16.56","291.17M","6.59%"
"2019- 07- 14","16.43","17.24","17.30","16.36","277.47M","-4.02%"
"2019- 07- 07","17.12","16.20","17.13","15.88","282.77M","3.74%"
"2019- 06- 30","16.50","16.33","16.61","15.85","205.20M","6.88%"
"2019- 06- 23","15.44","15.92","15.97","14.94","238.44M","-2.49%"
"2019- 06- 16","15.84","14.50","16.14","14.46","288.93M","9.93%"
"2019- 06- 09","14.41","14.34","15.09","14.25","303.30M","2.60%"
"2019- 06- 02","14.04","12.45","14.23","11.53","404.92M","11.85%"
"2019- 05- 26","12.56","13.64","13.85","12.53","285.93M","-7.10%"
"2019- 05- 19","13.52","14.10","14.51","13.28","386.34M","-8.12%"
"2019- 05- 12","14.71","14.12","15.45","13.57","453.90M","-3.76%"
"2019- 05- 05","15.28","15.83","16.66","14.31","504.38M","-9.52%"
"2019- 04- 28","16.89","16.82","16.99","15.81","293.74M","0.43%"
"2019- 04- 21","16.82","15.79","16.96","15.75","253.00M","5.19%"
"2019- 04- 14","15.99","15.62","16.14","15.31","191.99M","2.39%"
"2019- 04- 07","15.62","15.27","15.65","15.09","256.91M","1.76%"
"2019- 03- 31","15.35","14.57","15.42","14.43","314.49M","8.35%"
"2019- 03- 24","14.16","13.77","14.42","13.46","409.24M","1.63%"
"2019- 03- 17","13.94","13.84","14.97","13.76","458.23M","0.78%"
"2019- 03- 10","13.83","12.43","13.98","12.43","329.75M","12.55%"
"2019- 03- 03","12.29","13.24","13.33","11.89","390.58M","-5.59%"
"2019- 02- 24","13.02","13.00","13.09","12.45","288.76M","2.48%"
"2019- 02- 17","12.70","12.39","12.76","12.23","261.38M","1.54%"
"2019- 02- 10","12.51","11.94","12.63","11.69","336.45M","5.93%"
"2019- 02- 03","11.81","11.62","12.43","11.40","369.92M","1.77%"
"2019- 01- 27","11.60","10.75","11.93","10.36","370.43M","3.69%"
"2019- 01- 20","11.19","11.00","11.29","10.25","307.72M","-0.33%"
"2019- 01- 13","11.23","10.11","11.40","9.97","350.67M","8.24%"
"2019- 01- 06","10.37","9.62","10.54","9.53","449.38M","8.41%"
"2018- 12- 30","9.57","9.34","9.69","8.41","546.05M","5.66%"
"2018- 12- 23","9.06","8.00","9.53","7.58","600.26M","10.36%"
"2018- 12- 16","8.20","10.62","10.87","8.05","678.10M","-23.50%"
"2018- 12- 09","10.73","10.79","12.13","10.45","419.49M","-1.17%"
"2018- 12- 02","10.85","13.52","13.57","10.75","389.29M","-14.36%"
"2018- 11- 25","12.67","11.05","12.71","10.90","340.40M","19.58%"
"2018- 11- 18","10.60","12.23","12.29","10.18","280.74M","-14.62%"
"2018- 11- 11","12.41","13.13","13.20","11.55","384.54M","-7.40%"
"2018- 11- 04","13.40","13.02","14.39","12.44","303.44M","3.02%"
"2018- 10- 28","13.01","12.99","13.73","10.96","441.70M","4.62%"
"2018- 10- 21","12.44","14.35","14.65","11.87","446.69M","-11.79%"
"2018- 10- 14","14.10","14.36","15.44","13.81","352.75M","-2.81%"
"2018- 10- 07","14.51","15.96","16.40","12.96","428.71M","-10.38%"
"2018- 09- 30","16.19","18.13","18.29","15.70","241.70M","-8.98%"
"2018- 09- 23","17.78","16.78","18.00","16.56","143.72M","3.81%"
"2018- 09- 16","17.13","17.16","17.65","16.47","163.75M","-0.70%"
"2018- 09- 09","17.25","16.77","17.53","16.33","182.80M","4.45%"
"2018- 09- 02","16.52","17.92","18.01","16.31","190.23M","-8.62%"
"2018- 08- 26","18.08","17.20","18.34","17.10","177.43M","6.79%"
"2018- 08- 19","16.92","16.34","16.97","16.00","166.47M","4.31%"
"2018- 08- 12","16.23","16.52","16.84","15.77","202.33M","-1.26%"
"2018- 08- 05","16.43","16.31","17.02","16.25","171.84M","0.61%"
"2018- 07- 29","16.33","15.74","16.35","14.83","215.10M","3.80%"
"2018- 07- 22","15.73","15.99","17.20","15.44","233.34M","-2.48%"
"2018- 07- 15","16.14","16.33","16.60","15.69","156.09M","-1.10%"
"2018- 07- 08","16.32","15.52","16.41","15.32","184.12M","6.84%"
"2018- 07- 01","15.27","13.91","15.32","13.82","140.18M","6.95%"
"2018- 06- 24","14.28","14.90","14.97","13.72","293.57M","-6.50%"
"2018- 06- 17","15.27","15.38","16.03","14.90","210.26M","-2.65%"
"2018- 06- 10","15.69","15.00","15.91","14.99","164.54M","4.32%"
"2018- 06- 03","15.03","14.73","15.43","14.70","152.68M","2.82%"
"2018- 05- 27","14.62","13.70","14.64","13.46","161.74M","5.29%"
"2018- 05- 20","13.89","13.67","14.04","13.21","235.54M","3.94%"
"2018- 05- 13","13.36","13.96","14.21","13.26","281.05M","-3.70%"
"2018- 05- 06","13.87","12.99","13.97","12.79","309.74M","8.41%"
"2018- 04- 29","12.80","12.28","12.89","11.54","401.88M","4.88%"
"2018- 04- 22","12.20","12.46","12.72","10.99","427.01M","-0.73%"
"2018- 04- 15","12.29","12.37","13.41","12.15","315.18M","1.42%"
"2018- 04- 08","12.12","11.41","12.55","11.30","400.09M","9.02%"
"2018- 04- 01","11.12","11.71","12.23","10.56","549.57M","-7.30%"
"2018- 03- 25","11.99","12.42","13.32","11.08","448.24M","2.49%"
"2018- 03- 18","11.70","14.37","14.37","11.70","421.20M","-20.72%"
"2018- 03- 11","14.76","15.46","15.88","14.72","318.88M","-3.60%"
"2018- 03- 04","15.31","13.36","15.31","13.20","343.61M","13.01%"
"2018- 02- 25","13.55","14.32","14.77","12.56","452.80M","-3.88%"
"2018- 02- 18","14.10","13.20","14.10","13.19","316.36M","5.55%"
"2018- 02- 11","13.35","11.73","13.79","11.44","406.08M","17.73%"
"2018- 02- 04","11.34","13.15","13.80","10.10","591.44M","-16.06%"
"2018- 01- 28","13.51","15.08","15.18","13.49","347.00M","-10.89%"
"2018- 01- 21","15.17","14.00","15.17","13.96","341.01M","8.08%"
"2018- 01- 14","14.03","13.84","14.09","13.34","213.49M","3.43%"
"2018- 01- 07","13.57","12.96","13.62","12.77","218.34M","4.65%"
"2017- 12- 31","12.96","11.74","12.99","11.66","164.68M","12.13%"
"2017- 12- 24","11.56","11.75","11.87","11.55","104.68M","-3.22%"
"2017- 12- 17","11.94","12.17","12.27","11.84","180.05M","0.10%"
"2017- 12- 10","11.93","11.32","11.98","11.31","205.60M","5.60%"
"2017- 12- 03","11.30","11.49","11.52","10.74","270.12M","0.24%"
"2017- 11- 26","11.27","11.67","11.78","10.77","317.25M","-3.54%"
"2017- 11- 19","11.69","11.20","11.69","11.11","110.44M","4.47%"
"2017- 11- 12","11.19","11.03","11.39","10.73","198.51M","0.36%"
"2017- 11- 05","11.15","11.04","11.34","10.80","233.96M","0.78%"
"2017- 10- 29","11.06","10.61","11.07","10.54","209.15M","3.95%"
"2017- 10- 22","10.64","10.21","10.70","9.66","215.05M","4.85%"
"2017- 10- 15","10.15","10.16","10.26","9.86","161.20M","0.61%"
"2017- 10- 08","10.09","9.99","10.12","9.81","157.73M","1.41%"
"2017- 10- 01","9.95","9.57","9.95","9.42","212.68M","4.46%"
"2017- 09- 24","9.52","9.21","9.54","8.89","247.37M","2.12%"
"2017- 09- 17","9.32","9.63","9.73","9.23","201.41M","-2.81%"
"2017- 09- 10","9.59","9.47","9.71","9.46","181.57M","3.55%"
"2017- 09- 03","9.26","9.52","9.59","9.14","186.18M","-3.67%"
"2017- 08- 27","9.62","8.93","9.73","8.68","217.40M","8.58%"
"2017- 08- 20","8.86","8.74","9.12","8.53","227.31M","1.55%"
"2017- 08- 13","8.72","9.12","9.45","8.62","277.64M","-2.16%"
"2017- 08- 06","8.91","9.28","9.58","8.69","263.23M","-3.40%"
"2017- 07- 30","9.23","9.36","9.40","9.04","202.18M","-0.58%"
"2017- 07- 23","9.28","9.34","9.70","8.97","251.25M","-0.61%"
"2017- 07- 16","9.34","9.00","9.40","8.87","242.23M","4.14%"
"2017- 07- 09","8.97","8.20","9.00","8.13","241.05M","9.82%"
"2017- 07- 02","8.16","8.28","8.31","7.84","195.83M","0.33%"
"2017- 06- 25","8.14","9.00","9.06","7.92","350.41M","-8.11%"
"2017- 06- 18","8.86","8.55","8.89","8.51","208.85M","6.50%"
"2017- 06- 11","8.32","8.37","8.75","8.12","333.49M","-3.37%"
"2017- 06- 04","8.61","9.26","9.34","8.22","268.16M","-7.11%"
"2017- 05- 28","9.26","8.82","9.27","8.72","154.72M","4.74%"
"2017- 05- 21","8.84","8.29","8.86","8.28","171.04M","7.46%"
"2017- 05- 14","8.23","8.40","8.58","7.89","239.94M","-1.97%"
"2017- 05- 07","8.40","8.22","8.40","8.17","157.07M","2.28%"
"2017- 04- 30","8.21","8.02","8.21","8.01","162.87M","3.33%"
"2017- 04- 23","7.94","7.60","8.00","7.57","169.01M","7.92%"
"2017- 04- 16","7.36","7.08","7.42","7.07","140.59M","4.87%"
"2017- 04- 09","7.02","7.31","7.38","7.01","131.59M","-3.60%"
"2017- 04- 02","7.28","7.37","7.53","7.20","136.77M","-0.94%"
"2017- 03- 26","7.35","6.92","7.41","6.87","157.25M","4.05%"
"2017- 03- 19","7.06","7.25","7.37","6.92","156.20M","-2.54%"
"2017- 03- 12","7.25","7.15","7.33","7.06","112.46M","1.28%"
"2017- 03- 05","7.16","7.03","7.20","6.96","104.24M","0.72%"
"2017- 02- 26","7.11","6.96","7.22","6.89","117.58M","1.63%"
"2017- 02- 19","6.99","6.97","7.06","6.85","111.60M","1.05%"
"2017- 02- 12","6.92","6.61","6.92","6.60","147.39M","5.70%"
"2017- 02- 05","6.55","6.26","6.57","6.24","112.35M","4.05%"
"2017- 01- 29","6.29","6.25","6.31","6.02","156.63M","-0.36%"
"2017- 01- 22","6.31","5.92","6.34","5.85","123.60M","6.24%"
"2017- 01- 15","5.94","5.88","6.03","5.83","110.72M","0.11%"
"2017- 01- 08","5.94","5.78","5.96","5.71","182.87M","3.02%"
"2017- 01- 01","5.76","5.40","5.81","5.35","160.67M","8.70%"
"2016- 12- 25","5.30","5.57","5.71","5.25","179.05M","-4.25%"
"2016- 12- 18","5.54","5.48","5.62","5.45","146.21M","1.51%"
"2016- 12- 11","5.45","5.32","5.61","5.26","313.95M","1.09%"
"2016- 12- 04","5.40","4.98","5.40","4.91","261.88M","10.05%"
"2016- 11- 27","4.90","5.29","5.41","4.84","293.36M","-7.82%"
"2016- 11- 20","5.32","5.16","5.37","5.16","136.21M","3.67%"
"2016- 11- 13","5.13","4.94","5.23","4.71","254.03M","3.94%"
"2016- 11- 06","4.94","4.91","5.28","4.73","378.19M","5.44%"
"2016- 10- 30","4.68","5.19","5.19","4.66","206.26M","-8.93%"
"2016- 10- 23","5.14","5.38","5.48","5.08","234.83M","-2.47%"
"2016- 10- 16","5.27","5.14","5.31","5.08","154.23M","2.53%"
"2016- 10- 09","5.14","5.41","5.47","4.99","228.92M","-3.56%"
"2016- 10- 02","5.33","5.34","5.42","5.25","213.96M","-0.56%"
"2016- 09- 25","5.36","5.23","5.41","5.16","217.65M","0.75%"
"2016- 09- 18","5.32","5.22","5.44","5.09","228.61M","2.70%"
"2016- 09- 11","5.18","4.70","5.21","4.69","290.71M","8.60%"
"2016- 09- 04","4.77","5.18","5.28","4.77","177.52M","-7.38%"
"2016- 08- 28","5.15","5.11","5.21","4.99","181.95M","0.78%"
"2016- 08- 21","5.11","5.15","5.27","5.02","186.43M","-1.16%"
"2016- 08- 14","5.17","5.19","5.27","5.07","170.03M","0.00%"
"2016- 08- 07","5.17","5.12","5.19","5.05","190.18M","0.98%"
"2016- 07- 31","5.12","4.93","5.15","4.79","279.63M","4.07%"
"2016- 07- 24","4.92","4.71","4.96","4.67","266.46M","4.24%"
"2016- 07- 17","4.72","4.51","4.74","4.50","226.43M","4.89%"
"2016- 07- 10","4.50","4.37","4.56","4.36","290.09M","4.17%"
"2016- 07- 03","4.32","4.02","4.33","3.90","290.35M","6.14%"
"2016- 06- 26","4.07","3.59","4.12","3.41","471.34M","10.60%"
"2016- 06- 19","3.68","4.08","4.19","3.65","391.51M","-6.60%"
"2016- 06- 12","3.94","4.12","4.19","3.91","349.27M","-5.97%"
"2016- 06- 05","4.19","4.34","4.40","4.14","253.43M","-3.01%"
"2016- 05- 29","4.32","4.35","4.38","4.24","236.84M","-0.23%"
"2016- 05- 22","4.33","3.93","4.33","3.89","290.56M","10.46%"
"2016- 05- 15","3.92","3.83","4.00","3.71","460.97M","2.62%"
"2016- 05- 08","3.82","3.84","4.04","3.78","351.40M","-0.26%"
"2016- 05- 01","3.83","3.88","3.98","3.71","359.97M","-0.78%"
"2016- 04- 24","3.86","4.18","4.27","3.76","370.65M","-8.75%"
"2016- 04- 17","4.23","4.39","4.54","4.12","351.31M","-4.51%"
"2016- 04- 10","4.43","4.29","4.51","4.12","338.00M","4.48%"
"2016- 04- 03","4.24","4.40","4.44","4.19","442.02M","-3.85%"
"2016- 03- 27","4.41","4.09","4.41","3.99","400.31M","8.89%"
"2016- 03- 20","4.05","4.05","4.18","3.97","272.35M","-0.25%"
"2016- 03- 13","4.06","3.89","4.10","3.88","400.89M","3.31%"
"2016- 03- 06","3.93","3.79","3.94","3.59","561.57M","2.08%"
"2016- 02- 28","3.85","3.61","3.93","3.53","589.76M","6.35%"
"2016- 02- 21","3.62","3.54","3.72","3.25","687.42M","4.93%"
"2016- 02- 14","3.45","3.24","3.57","3.18","580.69M","11.29%"
"2016- 02- 07","3.10","2.95","3.16","2.81","1.07B","-0.64%"
"2016- 01- 31","3.12","3.69","3.82","3.08","835.11M","-16.80%"
"2016- 01- 24","3.75","3.70","3.75","3.34","725.86M","0.54%"
"2016- 01- 17","3.73","3.57","3.73","3.06","719.46M","8.43%"
"2016- 01- 10","3.44","3.89","4.05","3.29","997.61M","-9.71%"
"2016- 01- 03","3.81","4.44","4.54","3.79","657.07M","-19.96%"
"2015- 12- 27","4.76","4.82","5.11","4.72","256.74M","-1.86%"
"2015- 12- 20","4.85","4.64","4.90","4.54","210.26M","7.06%"
"2015- 12- 13","4.53","4.63","5.07","4.43","507.44M","-1.74%"
"2015- 12- 06","4.61","5.19","5.20","4.60","524.29M","-11.00%"
"2015- 11- 29","5.18","5.13","5.28","4.76","365.81M","1.97%"
"2015- 11- 22","5.08","5.12","5.17","4.89","164.30M","-0.59%"
"2015- 11- 15","5.11","4.51","5.12","4.48","404.60M","12.80%"
"2015- 11- 08","4.53","5.12","5.14","4.52","343.25M","-12.55%"
"2015- 11- 01","5.18","5.02","5.27","4.99","329.28M","3.81%"
"2015- 10- 25","4.99","4.91","5.09","4.85","326.61M","1.63%"
"2015- 10- 18","4.91","4.33","4.97","4.27","474.59M","12.87%"
"2015- 10- 11","4.35","4.19","4.35","4.04","448.02M","4.57%"
"2015- 10- 04","4.16","3.97","4.19","3.89","579.24M","7.49%"
"2015- 09- 27","3.87","3.73","3.88","3.33","798.17M","2.38%"
"2015- 09- 20","3.78","4.13","4.20","3.71","642.76M","-6.90%"
"2015- 09- 13","4.06","4.10","4.43","3.98","492.22M","0.00%"
"2015- 09- 06","4.06","3.91","4.15","3.84","471.76M","9.73%"
"2015- 08- 30","3.70","4.04","4.11","3.53","601.94M","-9.98%"
"2015- 08- 23","4.11","3.13","4.15","2.72","833.73M","7.31%"
"2015- 08- 16","3.83","4.78","4.94","3.83","575.09M","-20.54%"
"2015- 08- 09","4.82","4.89","4.99","4.52","409.04M","0.42%"
"2015- 08- 02","4.80","5.03","5.16","4.68","375.98M","-4.38%"
"2015- 07- 26","5.02","4.83","5.09","4.74","322.02M","2.24%"
"2015- 07- 19","4.91","5.29","5.37","4.89","247.47M","-6.48%"
"2015- 07- 12","5.25","4.60","5.25","4.60","304.60M","17.19%"
"2015- 07- 05","4.48","4.45","4.58","4.27","407.77M","-1.32%"
"2015- 06- 28","4.54","4.55","4.63","4.37","348.84M","-3.81%"
"2015- 06- 21","4.72","4.90","4.95","4.66","274.32M","-1.26%"
"2015- 06- 14","4.78","4.52","4.89","4.44","358.90M","3.46%"
"2015- 06- 07","4.62","4.69","4.80","4.43","345.08M","-1.70%"
"2015- 05- 31","4.70","4.87","4.89","4.61","354.99M","-2.08%"
"2015- 05- 24","4.80","4.83","4.93","4.63","235.73M","-1.23%"
"2015- 05- 17","4.86","4.72","4.91","4.71","246.24M","2.32%"
"2015- 05- 10","4.75","4.64","4.80","4.40","392.60M","2.59%"
"2015- 05- 03","4.63","4.73","4.80","4.30","486.53M","-1.28%"
"2015- 04- 26","4.69","4.95","4.98","4.44","512.52M","-4.09%"
"2015- 04- 19","4.89","4.39","4.91","4.38","332.46M","13.19%"
"2015- 04- 12","4.32","4.56","4.63","4.27","328.42M","-5.05%"
"2015- 04- 05","4.55","4.15","4.55","4.13","329.54M","7.57%"
"2015- 03- 29","4.23","4.36","4.44","4.14","281.09M","-0.94%"
"2015- 03- 22","4.27","4.66","4.70","4.13","331.60M","-8.76%"
"2015- 03- 15","4.68","4.29","4.73","4.28","298.17M","10.38%"
"2015- 03- 08","4.24","4.53","4.58","4.16","424.45M","-5.78%"
"2015- 03- 01","4.50","4.66","4.77","4.47","288.07M","-3.02%"
"2015- 02- 22","4.64","4.64","4.71","4.59","250.63M","0.00%"
"2015- 02- 15","4.64","4.45","4.65","4.42","159.78M","4.27%"
"2015- 02- 08","4.45","3.96","4.45","3.94","305.45M","11.25%"
"2015- 02- 01","4.00","3.80","4.12","3.62","364.83M","5.82%"
"2015- 01- 25","3.78","4.14","4.16","3.65","454.25M","-8.92%"
"2015- 01- 18","4.15","3.83","4.19","3.70","290.22M","10.08%"
"2015- 01- 11","3.77","4.00","4.08","3.60","459.46M","-5.04%"
"2015- 01- 04","3.97","3.97","4.10","3.64","379.74M","-1.49%"
"2014- 12- 28","4.03","4.27","4.30","3.96","212.75M","-5.84%"
"2014- 12- 21","4.28","4.17","4.30","4.16","178.22M","2.15%"
"2014- 12- 14","4.19","4.03","4.24","3.66","486.56M","5.54%"
"2014- 12- 07","3.97","4.27","4.32","3.97","382.16M","-7.67%"
"2014- 11- 30","4.30","4.35","4.37","4.18","342.85M","-2.05%"
"2014- 11- 23","4.39","4.16","4.41","4.15","227.97M","6.30%"
"2014- 11- 16","4.13","4.02","4.22","3.96","327.24M","1.98%"
"2014- 11- 09","4.05","3.87","4.06","3.84","301.09M","4.92%"
"2014- 11- 02","3.86","3.86","3.91","3.76","313.42M","0.52%"
"2014- 10- 26","3.84","3.52","3.88","3.48","408.03M","8.47%"
"2014- 10- 19","3.54","2.98","3.55","2.96","447.91M","18.39%"
"2014- 10- 12","2.99","3.11","3.18","2.72","865.47M","-4.47%"
"2014- 10- 05","3.13","3.56","3.59","3.13","521.92M","-11.33%"
"2014- 09- 28","3.53","3.49","3.66","3.30","427.17M","-1.94%"
"2014- 09- 21","3.60","3.72","3.73","3.49","343.47M","-3.74%"
"2014- 09- 14","3.74","3.68","3.80","3.51","279.46M","1.91%"